PMID	REGULATOR	REGULATED	NORMALIZED_EFFECT	sentence_tagged
24272778	AraC	araU	regulator	Together with a bioinformatic analysis of other Enterobacteriaceae species , these data identify a conserved AraC regulon that includes 7 previously described @TF$ - regulated genes ( araB , araA , araD , araE , araF , araG , and araH ) as well as three novel targets identified in this work ( ytfQ , araT , and @Regulated$ ) .
24272778	AraC	araU	no_relation	Together with a bioinformatic analysis of other Enterobacteriaceae species , these data identify a conserved @TF$ regulon that includes 7 previously described AraC - regulated genes ( araB , araA , araD , araE , araF , araG , and araH ) as well as three novel targets identified in this work ( ytfQ , araT , and @Regulated$ ) .
12100559	MarA	nfnB	activator	To confirm that the @Regulated$ activation observed in the array study was specifically mediated by @TF$ rather than by a cell stress response to the constitutive expression of the protein from a multicopy number plasmid , Northern blot analysis was performed on cells in which MarA production was inducible .
12100559	MarA	nfnB	no_relation	To confirm that the @Regulated$ activation observed in the array study was specifically mediated by MarA rather than by a cell stress response to the constitutive expression of the protein from a multicopy number plasmid , Northern blot analysis was performed on cells in which @TF$ production was inducible .
24272778	AraC	ytfQ	regulator	Together with a bioinformatic analysis of other Enterobacteriaceae species , these data identify a conserved AraC regulon that includes 7 previously described @TF$ - regulated genes ( araB , araA , araD , araE , araF , araG , and araH ) as well as three novel targets identified in this work ( @Regulated$ , araT , and araU ) .
24272778	AraC	ytfQ	no_relation	Together with a bioinformatic analysis of other Enterobacteriaceae species , these data identify a conserved @TF$ regulon that includes 7 previously described AraC - regulated genes ( araB , araA , araD , araE , araF , araG , and araH ) as well as three novel targets identified in this work ( @Regulated$ , araT , and araU ) .
17513476	AraC	araBAD	activator	This domain alone could activate transcription of @Regulated$ up to 15 % as well as full - length @TF$ when alone or to the same level as fulllength AraC when fused to an unrelated dimerization domain ( 7 , 36 ) .
17513476	AraC	araBAD	no_relation	This domain alone could activate transcription of @Regulated$ up to 15 % as well as full - length AraC when alone or to the same level as fulllength @TF$ when fused to an unrelated dimerization domain ( 7 , 36 ) .
15342598	RhaR	rhaSR	activator	We identified amino acid residues in the C - terminal domain of 70 and in RhaR that are important for @TF$ - mediated transcription activation at the @Regulated$ promoter .
15342598	RhaR	rhaSR	no_relation	We identified amino acid residues in the C - terminal domain of 70 and in @TF$ that are important for RhaR - mediated transcription activation at the @Regulated$ promoter .
2543976	MetR	metE	activator	It should be noted ( lanes 1 - 4 ) that although plasmid pRSE562 directs the synthesis of the MetR protein there is still a large stimulation of @Regulated$ expression by added @TF$ protein .
2543976	MetR	metE	no_relation	It should be noted ( lanes 1 - 4 ) that although plasmid pRSE562 directs the synthesis of the @TF$ protein there is still a large stimulation of @Regulated$ expression by added MetR protein .
9254708	IciA	dnaA	activator	As shown previously ( 16 ) , @TF$ protein activated transcription from the @Regulated$ promoter 1P in the 488 bp EcoRI / HindIII fragment ( + IciA I , + IciA II ) of plasmid pHJ1 without affecting transcription from the promoter 2P ( Fig . 2A and B ) .
9254708	IciA	dnaA	no_relation	As shown previously ( 16 ) , IciA protein activated transcription from the @Regulated$ promoter 1P in the 488 bp EcoRI / HindIII fragment ( + @TF$ I , + IciA II ) of plasmid pHJ1 without affecting transcription from the promoter 2P ( Fig . 2A and B ) .
9254708	IciA	dnaA	no_relation	As shown previously ( 16 ) , IciA protein activated transcription from the @Regulated$ promoter 1P in the 488 bp EcoRI / HindIII fragment ( + IciA I , + @TF$ II ) of plasmid pHJ1 without affecting transcription from the promoter 2P ( Fig . 2A and B ) .
9254708	IciA	dnaA	activator	From these results , we conclude that the IciA I site is essential and alone sufficient for the activation of transcription from the @Regulated$ promoter 1P by @TF$ protein .
9254708	IciA	dnaA	no_relation	From these results , we conclude that the @TF$ I site is essential and alone sufficient for the activation of transcription from the @Regulated$ promoter 1P by IciA protein .
17504942	ArgP	argO	regulator	As earlier , with ArgP alone added , all radioactivity was shifted to a sharp band of retarded mobility , indicative of formation of a binary complex that @TF$ - mediated regulation of E . coli @Regulated$ Figure 2 .
17504942	ArgP	argO	no_relation	As earlier , with @TF$ alone added , all radioactivity was shifted to a sharp band of retarded mobility , indicative of formation of a binary complex that ArgP - mediated regulation of E . coli @Regulated$ Figure 2 .
18346968	MelR	melR	repressor	Thus , the @Regulated$ promoter is not efficiently repressed by MelR , and @TF$ is over - expressed .
18346968	MelR	melR	no_relation	Thus , the @Regulated$ promoter is not efficiently repressed by @TF$ , and MelR is over - expressed .
12100559	MarA	nfnB	activator	When reactions were carried out in the presence of RNAP alone as compared with 200 nM purified His 6 - MarA , we detected @TF$ upregulation of @Regulated$ transcription ( Fig . 4 ) .
12100559	MarA	nfnB	no_relation	When reactions were carried out in the presence of RNAP alone as compared with 200 nM purified His 6 - @TF$ , we detected MarA upregulation of @Regulated$ transcription ( Fig . 4 ) .
22465792	SoxS	fpr	activator	In our previous work with the tri - alanine scanning library , we also determined that several members of the library reduced @TF$ - dependent activation of transcription from the class I @Regulated$ promoter , as expected , because the SoxS binding site of class I promoters lies upstream of the 35 hexamer , which is therefore exposed and available for binding by 70 R4 .
22465792	SoxS	fpr	no_relation	In our previous work with the tri - alanine scanning library , we also determined that several members of the library reduced SoxS - dependent activation of transcription from the class I @Regulated$ promoter , as expected , because the @TF$ binding site of class I promoters lies upstream of the 35 hexamer , which is therefore exposed and available for binding by 70 R4 .
14701822	MarA	hdeA	repressor	These results show that the decrease in purA and @Regulated$ expression was caused , directly or indirectly , by transiently synthesized @TF$ rather than by a stress reaction due to constitutively overabundant MarA .
14701822	MarA	hdeA	no_relation	These results show that the decrease in purA and @Regulated$ expression was caused , directly or indirectly , by transiently synthesized MarA rather than by a stress reaction due to constitutively overabundant @TF$ .
14701822	MarA	purA	repressor	These results show that the decrease in @Regulated$ and hdeA expression was caused , directly or indirectly , by transiently synthesized @TF$ rather than by a stress reaction due to constitutively overabundant MarA .
14701822	MarA	purA	no_relation	These results show that the decrease in @Regulated$ and hdeA expression was caused , directly or indirectly , by transiently synthesized MarA rather than by a stress reaction due to constitutively overabundant @TF$ .
10760179	MelR	melR	repressor	From this , we conclude that the MelR - binding Site R plays an essential role in @TF$ - dependent repression of the @Regulated$ promoter .
10760179	MelR	melR	no_relation	From this , we conclude that the @TF$ - binding Site R plays an essential role in MelR - dependent repression of the @Regulated$ promoter .
14701822	MarA	nfnB	activator	The promoter for the @TF$ - activated gene @Regulated$ ( 20 ) , also mixed with gnd DNA , was tested in parallel as a positive control for MarA activity .
14701822	MarA	nfnB	no_relation	The promoter for the MarA - activated gene @Regulated$ ( 20 ) , also mixed with gnd DNA , was tested in parallel as a positive control for @TF$ activity .
9254708	IciA	dnaA	activator	This result implies that the binding of two dimers of IciA protein to the @TF$ I site is required for the activation of RNA polymerase binding to the @Regulated$ promoter 1P .
9254708	IciA	dnaA	no_relation	This result implies that the binding of two dimers of @TF$ protein to the IciA I site is required for the activation of RNA polymerase binding to the @Regulated$ promoter 1P .
9254708	IciA	dnaA	activator	We demonstrate in this paper that the mechanism of stimulation of transcription by @TF$ protein may include : ( i ) the binding of two dimers of IciA protein to the IciA I site , which is located â€“ 50 to â€“ 63 from the transcription start site of @Regulated$ promoter 1P ; and ( ii ) the stimulation of RNA polymerase binding to the promoter by two IciA protein dimers on the IciA I site .
9254708	IciA	dnaA	no_relation	We demonstrate in this paper that the mechanism of stimulation of transcription by IciA protein may include : ( i ) the binding of two dimers of @TF$ protein to the IciA I site , which is located â€“ 50 to â€“ 63 from the transcription start site of @Regulated$ promoter 1P ; and ( ii ) the stimulation of RNA polymerase binding to the promoter by two IciA protein dimers on the IciA I site .
9254708	IciA	dnaA	no_relation	We demonstrate in this paper that the mechanism of stimulation of transcription by IciA protein may include : ( i ) the binding of two dimers of IciA protein to the @TF$ I site , which is located â€“ 50 to â€“ 63 from the transcription start site of @Regulated$ promoter 1P ; and ( ii ) the stimulation of RNA polymerase binding to the promoter by two IciA protein dimers on the IciA I site .
9254708	IciA	dnaA	no_relation	We demonstrate in this paper that the mechanism of stimulation of transcription by IciA protein may include : ( i ) the binding of two dimers of IciA protein to the IciA I site , which is located â€“ 50 to â€“ 63 from the transcription start site of @Regulated$ promoter 1P ; and ( ii ) the stimulation of RNA polymerase binding to the promoter by two @TF$ protein dimers on the IciA I site .
9254708	IciA	dnaA	no_relation	We demonstrate in this paper that the mechanism of stimulation of transcription by IciA protein may include : ( i ) the binding of two dimers of IciA protein to the IciA I site , which is located â€“ 50 to â€“ 63 from the transcription start site of @Regulated$ promoter 1P ; and ( ii ) the stimulation of RNA polymerase binding to the promoter by two IciA protein dimers on the @TF$ I site .
19906180	Lrp	argO	regulator	This complex binding pattern and its Lrp concentration - dependent profile strongly suggest the cooperative binding of @TF$ dimers to multiple binding sites in the @Regulated$ control region and the formation of complexes with a different stoichiometry .
19906180	Lrp	argO	no_relation	This complex binding pattern and its @TF$ concentration - dependent profile strongly suggest the cooperative binding of Lrp dimers to multiple binding sites in the @Regulated$ control region and the formation of complexes with a different stoichiometry .
6262769	CAP	araC	activator	We believe that the low - affinity CAP site located between - 130 and - 140 probably does not constitute the site for @TF$ - stimulation of - the @Regulated$ promoter , not only because its position ( in relation to the polymerase binding site and transcriptional start point ) is at variance with other CAP sites ( 16 , 17 ) , but also be - A A FIG . 5 .
